Bus,busmap
2323,FR1 2
2325,FR1 2
2326,FR1 2
2327,FR1 2
2329,FR1 2
2330,FR1 2
2342,FR1 2
2343,FR1 2
2387,FR1 0
2389,FR1 0
2390,FR1 0
2391,FR1 0
2396,FR1 0
2398,FR1 0
2399,FR1 0
2401,FR1 0
2402,FR1 0
2403,FR1 0
2409,FR1 0
2410,FR1 0
2411,FR1 0
2417,FR1 0
2419,FR1 0
2421,FR1 0
2422,FR1 0
2423,FR1 0
2424,FR1 0
2425,FR1 0
2430,FR1 0
2432,FR1 0
2469,FR1 0
2476,FR1 0
2502,FR1 0
2504,FR1 0
2505,FR1 0
2506,FR1 2
2507,FR1 2
2508,FR1 2
2509,FR1 0
2510,FR1 0
2511,FR1 0
2513,FR1 0
2514,FR1 0
2515,FR1 0
2517,FR1 0
2519,FR1 2
2520,FR1 2
2521,FR1 2
2522,FR1 2
2524,FR1 0
2525,FR1 2
2529,FR1 2
2530,FR1 2
2531,FR1 2
2533,FR1 2
2534,FR1 2
2535,FR1 2
2536,FR1 2
2537,FR1 2
2538,FR1 2
2540,FR1 2
2541,FR1 2
2543,FR1 2
2544,FR1 2
2545,FR1 2
2547,FR1 2
2549,FR1 2
2550,FR1 2
2551,FR1 2
2552,FR1 2
2553,FR1 2
2554,FR1 2
2556,FR1 2
7141,FR1 2
2558,FR1 2
2559,FR1 2
2561,FR1 2
2563,FR1 2
2564,FR1 2
2565,FR1 2
2566,FR1 2
2567,FR1 2
2568,FR1 2
2571,FR1 2
2572,FR1 2
2573,FR1 2
2574,FR1 2
2576,FR1 2
2577,FR1 2
2578,FR1 2
2579,FR1 2
2580,FR1 2
2692,FR1 0
2693,FR1 0
2694,FR1 0
2696,FR1 0
2697,FR1 0
2698,FR1 0
2700,FR1 0
2702,FR1 0
2704,FR1 0
2706,FR1 0
2707,FR1 0
2708,FR1 0
2711,FR1 0
2764,FR1 0
3540,FR1 4
3517,FR1 4
3521,FR1 4
3524,FR1 4
3525,FR1 4
3529,FR1 4
3530,FR1 4
3536,FR1 4
3537,FR1 4
3539,FR1 4
3542,FR1 4
3544,FR1 4
3546,FR1 4
3550,FR1 4
3552,FR1 4
3553,FR1 4
3555,FR1 4
3556,FR1 4
3558,FR1 4
3560,FR1 4
3561,FR1 4
3562,FR1 4
3563,FR1 4
3564,FR1 4
3577,FR1 4
3578,FR1 4
3580,FR1 4
3582,FR1 4
3585,FR1 4
3627,FR1 4
3630,FR1 2
3632,FR1 2
3638,FR1 2
3645,FR1 2
3652,FR1 2
3653,FR1 2
3655,FR1 2
3657,FR1 2
3658,FR1 2
3660,FR1 2
3662,FR1 2
3664,FR1 2
3665,FR1 2
3668,FR1 2
3670,FR1 2
3672,FR1 2
3678,FR1 2
3679,FR1 2
3680,FR1 2
3683,FR1 2
3684,FR1 2
3685,FR1 2
3686,FR1 2
3687,FR1 2
3689,FR1 2
3693,FR1 2
3931,FR1 1
3933,FR1 3
3938,FR1 3
3942,FR1 3
3944,FR1 3
3945,FR1 1
3946,FR1 1
3947,FR1 3
3951,FR1 1
3953,FR1 1
3954,FR1 1
3960,FR1 1
3966,FR1 1
3968,FR1 1
3969,FR1 1
3971,FR1 1
3974,FR1 1
3976,FR1 1
3978,FR1 1
3979,FR1 1
3983,FR1 1
3984,FR1 1
3987,FR1 1
3988,FR1 1
3992,FR1 1
3993,FR1 1
3994,FR1 3
3995,FR1 3
3996,FR1 3
3999,FR1 0
4001,FR1 0
4002,FR1 0
4005,FR1 0
4007,FR1 1
4008,FR1 0
4011,FR1 0
4013,FR1 0
4015,FR1 0
4017,FR1 0
4019,FR1 1
4020,FR1 1
4023,FR1 1
4026,FR1 1
4027,FR1 1
4029,FR1 1
4030,FR1 1
4034,FR1 4
4036,FR1 1
4040,FR1 1
4042,FR1 4
4043,FR1 4
4045,FR1 1
4046,FR1 4
4047,FR1 4
4049,FR1 4
4051,FR1 4
4055,FR1 4
4060,FR1 4
4061,FR1 4
4063,FR1 4
4064,FR1 4
4065,FR1 4
4066,FR1 1
4068,FR1 1
4069,FR1 0
4073,FR1 0
4075,FR1 2
4076,FR1 0
4077,FR1 0
4079,FR1 0
4080,FR1 0
4081,FR1 0
4086,FR1 2
4087,FR1 2
4089,FR1 2
4091,FR1 2
4094,FR1 4
4097,FR1 2
4099,FR1 4
4100,FR1 4
4102,FR1 2
4103,FR1 2
4108,FR1 2
4109,FR1 2
4110,FR1 2
4112,FR1 2
4113,FR1 2
4116,FR1 2
4117,FR1 2
4120,FR1 2
4121,FR1 2
4122,FR1 2
4123,FR1 2
4125,FR1 2
4126,FR1 2
4128,FR1 2
4129,FR1 2
4131,FR1 2
4133,FR1 2
4134,FR1 2
4135,FR1 2
4136,FR1 2
4137,FR1 2
4138,FR1 3
4139,FR1 3
4142,FR1 3
4144,FR1 3
4145,FR1 3
4146,FR1 3
4147,FR1 3
4150,FR1 3
4151,FR1 3
4152,FR1 3
4153,FR1 3
4155,FR1 3
4156,FR1 3
4157,FR1 3
4159,FR1 3
4161,FR1 3
4162,FR1 3
4166,FR1 3
4167,FR1 3
4168,FR1 3
4170,FR1 3
4172,FR1 3
4174,FR1 3
4175,FR1 3
4176,FR1 3
4178,FR1 3
4180,FR1 3
4181,FR1 3
4182,FR1 3
4184,FR1 3
4185,FR1 3
4186,FR1 3
4188,FR1 3
4189,FR1 3
4190,FR1 3
4192,FR1 3
4194,FR1 3
4196,FR1 3
4197,FR1 3
4198,FR1 3
4199,FR1 3
4201,FR1 3
4202,FR1 3
4205,FR1 3
4206,FR1 3
4208,FR1 3
4210,FR1 3
4213,FR1 0
4215,FR1 0
7859,FR1 4
7775,FR1 2
4805,FR1 4
4817,FR1 4
4819,FR1 4
4820,FR1 4
4821,FR1 4
4824,FR1 4
4839,FR1 4
4983,FR1 1
4985,FR1 1
4988,FR1 1
4989,FR1 1
4991,FR1 1
4992,FR1 1
4993,FR1 1
4996,FR1 1
4997,FR1 1
4999,FR1 1
5001,FR1 1
5003,FR1 1
5004,FR1 1
5006,FR1 1
5007,FR1 1
5009,FR1 1
5014,FR1 1
5015,FR1 1
5016,FR1 1
5017,FR1 1
5019,FR1 1
5020,FR1 1
5021,FR1 1
5024,FR1 1
5026,FR1 1
5027,FR1 1
5028,FR1 1
5030,FR1 1
5033,FR1 1
5034,FR1 1
5035,FR1 1
5036,FR1 1
5040,FR1 1
5042,FR1 1
5045,FR1 1
5046,FR1 1
5049,FR1 1
5050,FR1 1
5052,FR1 1
5054,FR1 1
5055,FR1 1
5056,FR1 1
5058,FR1 1
5128,FR1 1
5111,FR1 1
5112,FR1 1
5113,FR1 1
5114,FR1 1
5115,FR1 1
5117,FR1 1
5119,FR1 1
5120,FR1 1
5122,FR1 1
5124,FR1 1
5126,FR1 1
5127,FR1 1
5130,FR1 1
5132,FR1 1
5134,FR1 1
5137,FR1 1
5139,FR1 1
5140,FR1 1
5141,FR1 1
5143,FR1 1
5144,FR1 1
5147,FR1 1
5151,FR1 1
5160,FR1 4
5162,FR1 4
5170,FR1 4
5171,FR1 4
5174,FR1 4
5176,FR1 4
5179,FR1 4
5182,FR1 4
5277,FR1 3
5278,FR1 3
5279,FR1 3
5280,FR1 3
5281,FR1 3
5282,FR1 3
5284,FR1 3
7789,FR1 4
7788,FR1 4
8531,FR1 2
7399,FR1 0
7854,FR1 0
8815,FR1 0
8511,FR1 0
7037,FR1 1
7274,FR1 1
7268,FR1 3
7267,FR1 3
7349,FR1 1
7858,FR1 4
8738,FR1 0
7144,FR1 0
7273,FR1 1
8822,FR1 2
8413,FR1 4
7773,FR1 2
7143,FR1 2
7347,FR1 2
7783,FR1 3
8692,FR1 2
7718,FR1 4
7664,FR1 4
8574,FR1 2
8250,FR1 2
7857,FR1 4
8178,FR1 4
8177,FR1 4
7275,FR1 1
8605,FR1 2
8829,FR1 3
7269,FR1 4
7787,FR1 4
8756,FR1 1
7689,FR1 1
7152,FR1 1
7272,FR1 4
7400,FR1 1
8393,FR1 1
8497,FR1 2
7782,FR1 4
7149,FR1 1
7661,FR1 0
8717,FR1 4
7856,FR1 3
7855,FR1 3
8388,FR1 1
8238,FR1 1
8771,FR1 4
7687,FR1 3
8163,FR1 2
8429,FR1 2
7978,FR1 3
8246,FR1 3
7146,FR1 2
7930,FR1 4
7271,FR1 1
7662,FR1 0
7852,FR1 0
8662,FR1 4
8604,FR1 2
8144,FR1 4
8700,FR1 1
8769,FR1 1
7264,FR1 3
7665,FR1 1
8394,FR1 3
8141,FR1 2
7263,FR1 0
7929,FR1 1
7976,FR1 2
7862,FR1 1
8548,FR1 3
8644,FR1 1
8367,FR1 1
8509,FR1 2
7860,FR1 1
7969,FR1 0
8142,FR1 4
8742,FR1 2
8761,FR1 1
7778,FR1 2
8418,FR1 3
7785,FR1 4
8436,FR1 4
8247,FR1 2
8308,FR1 3
8447,FR1 1
7435,FR1 0
8461,FR1 3
8823,FR1 3
8743,FR1 4
7147,FR1 4
8566,FR1 4
8795,FR1 4
8824,FR1 2
8706,FR1 0
8642,FR1 2
8465,FR1 1
7907,FR1 2
8540,FR1 2
8139,FR1 0
8541,FR1 0
8762,FR1 2
8679,FR1 4
8213,FR1 0
8781,FR1 0
7688,FR1 3
7265,FR1 1
7266,FR1 4
8730,FR1 1
8321,FR1 1
7853,FR1 0
7444,FR1 1
7780,FR1 4
7151,FR1 1
7090,FR1 3
7784,FR1 4
8721,FR1 3
7270,FR1 3
7966,FR1 2
8601,FR1 1
8143,FR1 4
8294,FR1 3
8487,FR1 1
8776,FR1 1
7977,FR1 2
8289,FR1 2
7863,FR1 1
8288,FR1 2
7970,FR1 0
8326,FR1 4
7776,FR1 2
7861,FR1 3
8114,FR1 0
8164,FR1 4
8838,GB0 1
8013,GB0 2
8649,GB0 1
4950,GB0 0
4951,GB0 0
4952,GB0 0
4953,GB0 0
4955,GB0 0
4956,GB0 0
4958,GB0 0
4960,GB0 0
4961,GB0 0
4962,GB0 0
4963,GB0 0
4964,GB0 0
4965,GB0 0
4967,GB0 0
4968,GB0 0
4969,GB0 0
4970,GB0 0
4971,GB0 0
4972,GB0 0
4974,GB0 0
4975,GB0 0
4977,GB0 0
4979,GB0 0
5183,GB0 1
5185,GB0 1
5187,GB0 1
5188,GB0 1
5189,GB0 1
5190,GB0 1
5191,GB0 1
5192,GB0 1
5193,GB0 1
5194,GB0 1
5195,GB0 1
5198,GB0 1
5200,GB0 1
5202,GB0 1
5203,GB0 1
5204,GB0 1
5206,GB0 1
5207,GB0 1
5208,GB0 1
5209,GB0 1
5212,GB0 1
5213,GB0 1
5214,GB0 1
5215,GB0 1
5217,GB0 1
5218,GB0 1
5219,GB0 1
5221,GB0 1
5222,GB0 1
5223,GB0 0
5224,GB0 1
5225,GB0 1
5226,GB0 1
5228,GB0 1
5229,GB0 1
5230,GB0 0
5231,GB0 0
5233,GB0 0
5234,GB0 0
5236,GB0 0
5238,GB0 0
5240,GB0 0
5241,GB0 0
5242,GB0 0
5243,GB0 0
5245,GB0 0
5247,GB0 0
5248,GB0 0
5249,GB0 0
5250,GB0 0
5251,GB0 0
5252,GB0 0
5253,GB0 0
5254,GB0 0
5256,GB0 0
5257,GB0 0
5258,GB0 0
5259,GB0 0
5261,GB0 0
5262,GB0 0
5264,GB0 0
5265,GB0 0
5266,GB0 0
5268,GB0 0
5269,GB0 0
5270,GB0 0
5272,GB0 0
5273,GB0 0
5274,GB0 1
8397,GB0 1
8747,GB0 1
5955,GB0 2
5957,GB0 2
5959,GB0 2
5888,GB0 0
5889,GB0 0
5893,GB0 2
5896,GB0 2
5898,GB0 2
5901,GB0 2
5902,GB0 2
5904,GB0 2
5905,GB0 2
5910,GB0 2
5912,GB0 2
5913,GB0 2
5914,GB0 2
5917,GB0 2
5919,GB0 2
5920,GB0 2
5922,GB0 2
5924,GB0 1
5926,GB0 1
5927,GB0 1
5928,GB0 1
5929,GB0 1
5934,GB0 1
5939,GB0 1
5941,GB0 1
5942,GB0 1
5943,GB0 2
5944,GB0 2
5946,GB0 2
5949,GB0 2
5950,GB0 2
5951,GB0 2
5952,GB0 2
5953,GB0 2
5954,GB0 2
5960,GB0 2
5961,GB0 2
5962,GB0 2
5963,GB0 2
5966,GB0 2
5967,GB0 0
5968,GB0 1
5969,GB0 1
5971,GB0 1
5973,GB0 1
5974,GB0 1
5976,GB0 1
5978,GB0 1
5980,GB0 1
5981,GB0 1
5982,GB0 1
5983,GB0 1
5984,GB0 1
5986,GB0 1
5987,GB0 1
5988,GB0 1
5989,GB0 1
5990,GB0 1
5992,GB0 1
5993,GB0 1
5995,GB0 1
5996,GB0 1
5997,GB0 1
5998,GB0 1
5999,GB0 1
6001,GB0 1
6003,GB0 1
6004,GB0 1
6006,GB0 1
6007,GB0 1
6009,GB0 0
6010,GB0 1
6012,GB0 1
6013,GB0 1
6014,GB0 1
6016,GB0 1
6018,GB0 1
6019,GB0 0
6020,GB0 0
6021,GB0 0
6023,GB0 0
6025,GB0 0
6026,GB0 0
6028,GB0 0
6029,GB0 0
6030,GB0 0
6031,GB0 0
6032,GB0 0
6033,GB0 0
6035,GB0 0
6036,GB0 0
6037,GB0 0
6038,GB0 0
6039,GB0 0
6040,GB0 0
6041,GB0 0
6042,GB0 0
6043,GB0 0
6045,GB0 0
6046,GB0 0
6047,GB0 0
6048,GB0 0
6050,GB0 0
6051,GB0 0
8035,GB0 2
6437,GB0 2
6439,GB0 2
6440,GB0 2
6441,GB0 2
6442,GB0 2
6443,GB0 2
6447,GB0 2
6448,GB0 2
6451,GB0 2
6453,GB0 2
6454,GB0 2
6455,GB0 2
6457,GB0 2
6458,GB0 2
6460,GB0 2
6462,GB0 2
6464,GB0 2
6466,GB0 2
6467,GB0 2
6468,GB0 2
6469,GB0 2
6471,GB0 2
6472,GB0 2
6474,GB0 2
6475,GB0 2
6477,GB0 2
6480,GB0 2
6482,GB0 2
6484,GB0 2
6485,GB0 2
6486,GB0 2
7412,GB0 1
7909,GB0 0
8473,GB0 0
8529,GB0 1
8515,GB0 1
7462,GB0 1
7461,GB0 1
8023,GB0 1
7361,GB0 0
8860,GB0 0
8029,GB0 0
7464,GB0 1
7463,GB0 1
8017,GB0 2
8189,GB0 1
8037,GB0 2
8015,GB0 2
7946,GB0 0
7286,GB0 0
8014,GB0 0
8290,GB0 1
7471,GB0 2
7945,GB0 1
8033,GB0 2
8565,GB0 2
8036,GB0 2
7454,GB0 0
8575,GB0 1
7466,GB0 1
7465,GB0 1
8030,GB0 0
8020,GB0 2
8489,GB0 2
8034,GB0 2
8026,GB0 1
7455,GB0 1
8022,GB0 1
8744,GB0 2
7457,GB0 1
7456,GB0 1
8032,GB0 2
8025,GB0 0
8024,GB0 0
8021,GB0 0
8578,GB0 0
7469,GB0 2
8027,GB0 1
8016,GB0 1
8019,GB0 2
7458,GB0 1
8283,GB0 0
8093,GB0 0
7908,GB0 1
6067,GB5 0
6068,GB5 0
6069,GB5 0
6070,GB5 0
6071,GB5 0
6072,GB5 0
6074,GB5 0
6075,GB5 0
6076,GB5 0
7800,GB5 0
7197,GB5 0
7672,GB5 0
8427,GB5 0
1208,GR1 0
1209,GR1 0
1212,GR1 0
1213,GR1 0
1215,GR1 0
1217,GR1 0
1218,GR1 0
1219,GR1 0
1221,GR1 0
1222,GR1 0
1224,GR1 0
1290,GR1 0
1291,GR1 0
1292,GR1 0
1293,GR1 0
1294,GR1 0
1295,GR1 0
1296,GR1 0
1297,GR1 0
1298,GR1 0
1299,GR1 0
8173,GR1 0
8446,GR1 0
8808,GR1 0
8449,GR1 0
7885,GR1 0
7954,GR1 0
2266,HR1 0
2267,HR1 0
2270,HR1 0
2277,HR1 0
3310,HR1 0
3318,HR1 0
3319,HR1 0
3497,HR1 0
3502,HR1 0
3513,HR1 0
3514,HR1 0
3515,HR1 0
3516,HR1 0
8530,HR1 0
3256,HU1 0
3285,HU1 0
3287,HU1 0
3296,HU1 0
3298,HU1 0
3300,HU1 0
3302,HU1 0
3304,HU1 0
3305,HU1 0
3307,HU1 0
3308,HU1 0
3309,HU1 0
3313,HU1 0
3315,HU1 0
3331,HU1 0
3333,HU1 0
3335,HU1 0
3348,HU1 0
3360,HU1 0
3481,HU1 0
8179,HU1 0
8462,HU1 0
7690,HU1 0
8659,HU1 0
7453,HU1 0
8090,HU1 0
7401,HU1 0
8809,HU1 0
5285,IE5 0
5286,IE5 0
5287,IE5 0
5288,IE5 0
5289,IE5 0
5290,IE5 0
5291,IE5 0
5292,IE5 0
5293,IE5 0
5294,IE5 0
5295,IE5 0
6055,IE5 0
6056,IE5 0
6057,IE5 0
6058,IE5 0
6059,IE5 0
6060,IE5 0
6061,IE5 0
6077,IE5 0
6080,IE5 0
6081,IE5 0
6082,IE5 0
6083,IE5 0
6086,IE5 0
6087,IE5 0
6088,IE5 0
6089,IE5 0
6091,IE5 0
6092,IE5 0
6093,IE5 0
6094,IE5 0
6095,IE5 0
6096,IE5 0
6097,IE5 0
6099,IE5 0
7034,IE5 0
8165,IE5 0
7276,IE5 0
8472,IE5 0
7691,IE5 0
7157,IT1 0
1316,IT1 1
1317,IT1 1
8699,IT1 0
1318,IT1 1
1337,IT1 1
1338,IT1 1
1311,IT1 1
1312,IT1 1
1313,IT1 1
1315,IT1 1
1269,IT1 1
1272,IT1 1
1275,IT1 1
1278,IT1 1
1280,IT1 1
1301,IT1 1
1302,IT1 1
1303,IT1 1
1305,IT1 1
1306,IT1 1
1308,IT1 1
1320,IT1 1
1323,IT1 1
1324,IT1 1
1326,IT1 1
1327,IT1 1
1328,IT1 1
1329,IT1 1
1330,IT1 1
1331,IT1 1
1332,IT1 1
1334,IT1 1
1336,IT1 1
1339,IT1 1
1341,IT1 1
1344,IT1 1
1345,IT1 1
1346,IT1 1
1347,IT1 1
2215,IT1 0
2216,IT1 0
2218,IT1 0
2220,IT1 0
2221,IT1 0
2224,IT1 0
2225,IT1 0
2227,IT1 0
2229,IT1 0
2231,IT1 0
2233,IT1 0
2235,IT1 0
2236,IT1 0
2239,IT1 0
2242,IT1 0
2244,IT1 1
2245,IT1 1
2247,IT1 1
2249,IT1 1
2251,IT1 1
2253,IT1 1
2255,IT1 1
2256,IT1 1
2258,IT1 1
2259,IT1 1
2260,IT1 1
2261,IT1 1
2262,IT1 1
2264,IT1 1
2265,IT1 1
2282,IT1 1
2284,IT1 1
2285,IT1 1
2286,IT1 1
2287,IT1 1
2289,IT1 1
2290,IT1 1
2293,IT1 1
2294,IT1 1
2295,IT1 1
2332,IT1 0
2335,IT1 0
2337,IT1 0
2338,IT1 0
2340,IT1 0
2347,IT1 0
2348,IT1 0
2349,IT1 0
2350,IT1 0
2353,IT1 0
2354,IT1 0
2355,IT1 0
2357,IT1 0
2359,IT1 0
2360,IT1 0
2362,IT1 0
2363,IT1 0
2364,IT1 0
2365,IT1 0
2366,IT1 0
2367,IT1 0
2368,IT1 0
2369,IT1 0
2370,IT1 0
2371,IT1 0
2373,IT1 0
2375,IT1 0
2376,IT1 0
2377,IT1 0
2383,IT1 0
2385,IT1 0
3413,IT1 0
3414,IT1 0
3415,IT1 0
3416,IT1 0
3418,IT1 0
3419,IT1 0
3420,IT1 0
3422,IT1 0
3424,IT1 0
3425,IT1 0
3427,IT1 0
3428,IT1 0
3429,IT1 0
3431,IT1 0
3433,IT1 0
3436,IT1 0
3437,IT1 0
3438,IT1 0
3442,IT1 0
3443,IT1 0
3444,IT1 0
3446,IT1 0
3447,IT1 0
3450,IT1 0
3451,IT1 0
3694,IT1 0
3724,IT1 0
3725,IT1 0
3726,IT1 0
3728,IT1 0
3729,IT1 0
3731,IT1 0
3732,IT1 0
3734,IT1 0
3735,IT1 0
3737,IT1 0
3738,IT1 0
3739,IT1 0
3861,IT1 0
3862,IT1 0
3863,IT1 0
3864,IT1 0
3870,IT1 0
3871,IT1 0
3872,IT1 0
3874,IT1 0
3877,IT1 0
3878,IT1 0
3879,IT1 0
3880,IT1 0
3881,IT1 0
3883,IT1 0
3884,IT1 0
3885,IT1 0
3888,IT1 0
3889,IT1 0
3890,IT1 0
3891,IT1 0
3897,IT1 0
3900,IT1 0
3902,IT1 0
3905,IT1 0
3906,IT1 0
3907,IT1 0
3910,IT1 0
3911,IT1 0
3912,IT1 0
3913,IT1 0
3914,IT1 0
3916,IT1 0
3917,IT1 0
3919,IT1 0
3920,IT1 0
3921,IT1 0
3923,IT1 0
3924,IT1 0
3925,IT1 0
3927,IT1 0
3929,IT1 0
7865,IT1 0
8385,IT1 0
7351,IT1 0
7350,IT1 0
8810,IT1 1
7692,IT1 0
8711,IT1 0
8837,IT1 0
8561,IT1 0
8533,IT1 0
8364,IT1 0
8514,IT1 1
8486,IT1 0
8234,IT1 1
8345,IT1 1
7404,IT1 0
8614,IT1 0
8280,IT1 1
8266,IT1 0
8629,IT1 0
7154,IT1 0
7153,IT1 0
7402,IT1 0
8768,IT1 0
7405,IT1 0
8539,IT1 0
7668,IT1 0
7156,IT1 0
7155,IT1 0
8560,IT1 0
7864,IT1 0
7931,IT1 0
7403,IT1 0
7886,IT1 1
8617,IT1 0
8859,IT1 0
8772,IT1 0
8304,IT1 0
8365,IT1 0
8646,IT1 0
8278,IT1 0
8543,IT1 0
8450,IT1 0
8650,IT1 0
8476,IT1 0
8395,IT1 1
7932,IT1 0
7710,IT1 1
7709,IT1 1
7477,IT1 0
7719,IT1 0
1349,IT3 0
1377,IT3 0
1383,IT3 0
1384,IT3 0
1388,IT3 0
8592,IT3 0
8586,IT3 0
8352,IT3 0
5537,LT6 0
5540,LT6 0
5541,LT6 0
5543,LT6 0
5545,LT6 0
5546,LT6 0
5547,LT6 0
5557,LT6 0
5562,LT6 0
5566,LT6 0
5601,LT6 0
5602,LT6 0
5603,LT6 0
5604,LT6 0
5605,LT6 0
5607,LT6 0
5609,LT6 0
5611,LT6 0
6277,LT6 0
6278,LT6 0
6303,LT6 0
6304,LT6 0
8789,LT6 0
7639,LT6 0
4792,LU1 0
4794,LU1 0
4804,LU1 0
4806,LU1 0
4807,LU1 0
4808,LU1 0
4809,LU1 0
4810,LU1 0
4811,LU1 0
4812,LU1 0
4813,LU1 0
4815,LU1 0
8043,LU1 0
6274,LV6 0
6275,LV6 0
6276,LV6 0
6279,LV6 0
6280,LV6 0
6281,LV6 0
6282,LV6 0
6283,LV6 0
6284,LV6 0
6285,LV6 0
6289,LV6 0
6296,LV6 0
6301,LV6 0
6302,LV6 0
7883,LV6 0
2127,ME1 0
2143,ME1 0
2144,ME1 0
2149,ME1 0
2150,ME1 0
2151,ME1 0
2152,ME1 0
2183,ME1 0
7029,ME1 0
7038,ME1 0
2201,MK1 0
2205,MK1 0
2210,MK1 0
2211,MK1 0
2212,MK1 0
2213,MK1 0
4679,NL1 0
4680,NL1 0
4681,NL1 0
4683,NL1 0
4687,NL1 0
5061,NL1 0
5062,NL1 0
5086,NL1 0
5087,NL1 0
5088,NL1 0
5089,NL1 0
5090,NL1 0
5091,NL1 0
5092,NL1 0
5093,NL1 0
5094,NL1 0
5095,NL1 0
5105,NL1 0
5106,NL1 0
5749,NL1 0
5751,NL1 0
5753,NL1 0
5754,NL1 0
5755,NL1 0
5756,NL1 0
5758,NL1 0
5759,NL1 0
5760,NL1 0
5762,NL1 0
5763,NL1 0
5765,NL1 0
5767,NL1 0
5890,NL1 0
5891,NL1 0
8622,NO2 0
6356,NO2 0
6358,NO2 0
6360,NO2 0
6363,NO2 0
6365,NO2 0
6373,NO2 0
6626,NO2 0
6629,NO2 0
6647,NO2 0
6648,NO2 0
6649,NO2 0
6650,NO2 0
6652,NO2 0
6653,NO2 0
6654,NO2 0
6656,NO2 0
6661,NO2 0
6663,NO2 0
6665,NO2 0
6668,NO2 0
6669,NO2 0
6673,NO2 0
6674,NO2 0
6676,NO2 0
6678,NO2 0
6682,NO2 0
6683,NO2 0
6687,NO2 0
6690,NO2 0
6691,NO2 0
6693,NO2 0
6695,NO2 0
6698,NO2 0
6699,NO2 0
6703,NO2 0
6704,NO2 0
6705,NO2 0
6706,NO2 0
6707,NO2 0
6709,NO2 0
6710,NO2 0
6711,NO2 0
6712,NO2 0
6714,NO2 0
6715,NO2 0
6716,NO2 0
6718,NO2 0
6719,NO2 0
6720,NO2 0
6721,NO2 0
6722,NO2 0
6723,NO2 0
6724,NO2 0
6725,NO2 0
6727,NO2 0
6728,NO2 0
6730,NO2 0
6731,NO2 0
6732,NO2 0
6734,NO2 0
6736,NO2 0
6737,NO2 0
6738,NO2 0
6740,NO2 0
6742,NO2 0
6743,NO2 0
6745,NO2 0
6746,NO2 0
6747,NO2 0
6748,NO2 0
6749,NO2 0
6751,NO2 0
6752,NO2 0
6812,NO2 0
6814,NO2 0
6873,NO2 0
6856,NO2 0
6857,NO2 0
6860,NO2 0
6861,NO2 0
6862,NO2 0
6863,NO2 0
6864,NO2 0
6866,NO2 0
6867,NO2 0
6869,NO2 0
6871,NO2 0
6874,NO2 0
6936,NO2 0
6937,NO2 0
6938,NO2 0
6940,NO2 0
6942,NO2 0
6944,NO2 0
6996,NO2 0
7006,NO2 0
7007,NO2 0
7008,NO2 0
7061,NO2 0
8448,NO2 0
8460,NO2 0
7887,NO2 0
8611,NO2 0
4393,PL1 0
4394,PL1 0
4396,PL1 0
4406,PL1 0
4444,PL1 0
4446,PL1 0
4447,PL1 0
4448,PL1 0
4449,PL1 0
4450,PL1 0
4451,PL1 0
4452,PL1 0
4453,PL1 0
4454,PL1 0
4455,PL1 0
4457,PL1 0
4458,PL1 0
4461,PL1 0
4465,PL1 0
4468,PL1 0
4473,PL1 0
4474,PL1 0
4477,PL1 0
4478,PL1 0
4480,PL1 0
4481,PL1 0
4482,PL1 0
4484,PL1 0
4485,PL1 0
4486,PL1 0
4487,PL1 0
4488,PL1 0
4490,PL1 0
4492,PL1 0
4495,PL1 0
4496,PL1 0
4504,PL1 0
4507,PL1 0
4509,PL1 0
4510,PL1 0
4512,PL1 0
4516,PL1 0
4517,PL1 0
4518,PL1 0
4519,PL1 0
4521,PL1 0
4522,PL1 0
4524,PL1 0
4525,PL1 0
4526,PL1 0
4527,PL1 0
4530,PL1 0
4532,PL1 0
4534,PL1 0
4538,PL1 0
4539,PL1 0
4540,PL1 0
4542,PL1 0
4546,PL1 0
4632,PL1 0
4636,PL1 0
4638,PL1 0
4641,PL1 0
4642,PL1 0
4643,PL1 0
4645,PL1 0
4670,PL1 0
4671,PL1 0
7744,PL1 0
5552,PL1 0
5588,PL1 0
5589,PL1 0
5590,PL1 0
5591,PL1 0
5592,PL1 0
5593,PL1 0
5595,PL1 0
5596,PL1 0
5598,PL1 0
5599,PL1 0
5600,PL1 0
5612,PL1 0
5614,PL1 0
5616,PL1 0
5618,PL1 0
5619,PL1 0
5620,PL1 0
7937,PL1 0
5717,PL1 0
5718,PL1 0
5719,PL1 0
5724,PL1 0
5726,PL1 0
5727,PL1 0
5728,PL1 0
5730,PL1 0
5731,PL1 0
5733,PL1 0
5735,PL1 0
8564,PL1 0
7933,PL1 0
7160,PL1 0
7159,PL1 0
8563,PL1 0
8210,PL1 0
7936,PL1 0
7720,PL1 0
8125,PL1 0
7278,PL1 0
8000,PL1 0
8285,PL1 0
8584,PL1 0
7608,PL1 0
8119,PL1 0
8684,PL1 0
7637,PL1 0
8455,PL1 0
8118,PL1 0
7314,PL1 0
8404,PL1 0
7934,PL1 0
8784,PL1 0
7868,PL1 0
8797,PL1 0
8180,PL1 0
8005,PL1 0
8670,PL1 0
8263,PL1 0
7158,PL1 0
7612,PL1 0
7280,PL1 0
8006,PL1 0
7935,PL1 0
7867,PL1 0
7162,PL1 0
7161,PL1 0
8554,PL1 0
7279,PL1 0
7406,PL1 0
7669,PL1 0
7407,PL1 0
7792,PL1 0
7894,PL1 0
7638,PL1 0
7277,PL1 0
